page_number,url,http_status_code,page_title,html_filename,txt_filename,html_size_bytes,word_count,timestamp,status
248,https://news.fnal.gov/2026/03/fermilab-drives-progress-for-national-ai-genesis-mission/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0248_news.fnal.gov_2026_03_fermilab-drives-progress-for-nati.html,0248_news.fnal.gov_2026_03_fermilab-drives-progress-for-nati.txt,69441,324,2026-06-10 13:33:39,SUCCESS
249,https://news.fnal.gov/tag/qick/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0249_news.fnal.gov_tag_qick_search.html,0249_news.fnal.gov_tag_qick_search.txt,69441,324,2026-06-10 13:33:41,SUCCESS
250,https://news.fnal.gov/tag/qick/page/3/,200,QICK Archives - Page 3 of 3 - News,0250_news.fnal.gov_tag_qick_page_3.html,0250_news.fnal.gov_tag_qick_page_3.txt,80015,612,2026-06-10 13:33:43,SUCCESS
251,https://news.fnal.gov/tag/qick/page/2/,200,QICK Archives - Page 2 of 3 - News,0251_news.fnal.gov_tag_qick_page_2.html,0251_news.fnal.gov_tag_qick_page_2.txt,89753,830,2026-06-10 13:33:45,SUCCESS
252,https://news.fnal.gov/tag/quantum-computing/,200,quantum computing Archives - News,0252_news.fnal.gov_tag_quantum-computing.html,0252_news.fnal.gov_tag_quantum-computing.txt,87061,836,2026-06-10 13:33:48,SUCCESS
253,https://news.fnal.gov/2026/01/sqms-center-team-from-fermilab-and-nyu-langone-advance-in-nih-quantum-computing-challenge/,200,SQMS Center team from Fermilab and NYU Langone advance in NIH Quantum Computing Challenge,0253_news.fnal.gov_2026_01_sqms-center-team-from-fermilab-an.html,0253_news.fnal.gov_2026_01_sqms-center-team-from-fermilab-an.txt,89818,1260,2026-06-10 13:33:50,SUCCESS
254,https://news.fnal.gov/tag/partnership/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0254_news.fnal.gov_tag_partnership_search.html,0254_news.fnal.gov_tag_partnership_search.txt,69441,324,2026-06-10 13:33:52,SUCCESS
255,https://news.fnal.gov/tag/partnership/page/3/,200,partnership Archives - Page 3 of 4 - News,0255_news.fnal.gov_tag_partnership_page_3.html,0255_news.fnal.gov_tag_partnership_page_3.txt,93249,977,2026-06-10 13:33:55,SUCCESS
256,https://news.fnal.gov/tag/iarc/,200,IARC Archives - News,0256_news.fnal.gov_tag_iarc.html,0256_news.fnal.gov_tag_iarc.txt,90744,808,2026-06-10 13:33:57,SUCCESS
257,https://news.fnal.gov/tag/partnership/page/4/,200,partnership Archives - Page 4 of 4 - News,0257_news.fnal.gov_tag_partnership_page_4.html,0257_news.fnal.gov_tag_partnership_page_4.txt,72457,416,2026-06-10 13:33:59,SUCCESS
258,https://news.fnal.gov/2025/12/fermilab-teams-up-with-proficio-to-develop-water-treatment-system-targeting-pfas/,200,Fermilab teams up with Proficio to develop water treatment system targeting PFAS,0258_news.fnal.gov_2025_12_fermilab-teams-up-with-proficio-t.html,0258_news.fnal.gov_2025_12_fermilab-teams-up-with-proficio-t.txt,90071,1140,2026-06-10 13:34:01,SUCCESS
259,https://news.fnal.gov/tag/quantum-network/,200,quantum network Archives - News,0259_news.fnal.gov_tag_quantum-network.html,0259_news.fnal.gov_tag_quantum-network.txt,90187,910,2026-06-10 13:34:03,SUCCESS
260,https://news.fnal.gov/2025/12/fermilab-celebrates-new-era-of-quantum-innovation-with-exploring-the-quantum-universe/,200,Fermilab celebrates new era of quantum innovation with ‘Exploring the Quantum Universe’,0260_news.fnal.gov_2025_12_fermilab-celebrates-new-era-of-qu.html,0260_news.fnal.gov_2025_12_fermilab-celebrates-new-era-of-qu.txt,93250,1444,2026-06-10 13:34:05,SUCCESS
261,https://news.fnal.gov/tag/accelerator-applications/,200,accelerator applications Archives - News,0261_news.fnal.gov_tag_accelerator-applications.html,0261_news.fnal.gov_tag_accelerator-applications.txt,84143,749,2026-06-10 13:34:07,SUCCESS
262,https://news.fnal.gov/tag/pfas/,200,PFAS Archives - News,0262_news.fnal.gov_tag_pfas.html,0262_news.fnal.gov_tag_pfas.txt,76780,585,2026-06-10 13:34:09,SUCCESS
263,https://news.fnal.gov/tag/partnership/page/2/,200,partnership Archives - Page 2 of 4 - News,0263_news.fnal.gov_tag_partnership_page_2.html,0263_news.fnal.gov_tag_partnership_page_2.txt,87975,782,2026-06-10 13:34:11,SUCCESS
264,https://news.fnal.gov/2026/04/fermilab-teams-up-with-niu-to-launch-quantum-science-program/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0264_news.fnal.gov_2026_04_fermilab-teams-up-with-niu-to-lau.html,0264_news.fnal.gov_2026_04_fermilab-teams-up-with-niu-to-lau.txt,69441,324,2026-06-10 13:34:13,SUCCESS
265,https://news.fnal.gov/newsroom/social-media/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0265_news.fnal.gov_newsroom_social-media_search.html,0265_news.fnal.gov_newsroom_social-media_search.txt,69441,324,2026-06-10 13:34:15,SUCCESS
266,https://news.fnal.gov/wp-content/uploads/about-fermilab.pdf,200,(no title),0266_news.fnal.gov_wp-content_uploads_about-fermilab.pdf.html,0266_news.fnal.gov_wp-content_uploads_about-fermilab.pdf.txt,5284361,111164,2026-06-10 13:34:17,SUCCESS
267,https://news.fnal.gov/tag/technology-transfer/,200,technology transfer Archives - News,0267_news.fnal.gov_tag_technology-transfer.html,0267_news.fnal.gov_tag_technology-transfer.txt,90620,919,2026-06-10 13:34:19,SUCCESS
268,https://news.fnal.gov/tag/large-hadron-collider/,200,Large Hadron Collider Archives - News,0268_news.fnal.gov_tag_large-hadron-collider.html,0268_news.fnal.gov_tag_large-hadron-collider.txt,93962,892,2026-06-10 13:34:22,SUCCESS
269,https://news.fnal.gov/tag/cern/,200,CERN Archives - News,0269_news.fnal.gov_tag_cern.html,0269_news.fnal.gov_tag_cern.txt,90470,688,2026-06-10 13:34:24,SUCCESS
270,https://news.fnal.gov/tag/edwards-center/,200,Edwards Center Archives - News,0270_news.fnal.gov_tag_edwards-center.html,0270_news.fnal.gov_tag_edwards-center.txt,90066,821,2026-06-10 13:34:26,SUCCESS
271,https://news.fnal.gov/wp-content/uploads/mu2e-factsheet.pdf,200,(no title),0271_news.fnal.gov_wp-content_uploads_mu2e-factsheet.pdf.html,0271_news.fnal.gov_wp-content_uploads_mu2e-factsheet.pdf.txt,789025,13428,2026-06-10 13:34:28,SUCCESS
272,https://news.fnal.gov/wp-content/uploads/site-map.pdf,200,(no title),0272_news.fnal.gov_wp-content_uploads_site-map.pdf.html,0272_news.fnal.gov_wp-content_uploads_site-map.pdf.txt,7946163,187031,2026-06-10 13:34:29,SUCCESS
273,https://news.fnal.gov/wp-content/uploads/fermilab-procurements.pdf,200,(no title),0273_news.fnal.gov_wp-content_uploads_fermilab-procurements..html,0273_news.fnal.gov_wp-content_uploads_fermilab-procurements..txt,226278,4017,2026-06-10 13:34:32,SUCCESS
274,https://news.fnal.gov/wp-content/uploads/artificial-intelligence.pdf,200,(no title),0274_news.fnal.gov_wp-content_uploads_artificial-intelligenc.html,0274_news.fnal.gov_wp-content_uploads_artificial-intelligenc.txt,11717568,242901,2026-06-10 13:34:33,SUCCESS
275,https://news.fnal.gov/wp-content/uploads/vettech.pdf,200,(no title),0275_news.fnal.gov_wp-content_uploads_vettech.pdf.html,0275_news.fnal.gov_wp-content_uploads_vettech.pdf.txt,3268247,61525,2026-06-10 13:34:36,SUCCESS
276,https://news.fnal.gov/wp-content/uploads/working-with-small-businesses.pdf,200,(no title),0276_news.fnal.gov_wp-content_uploads_working-with-small-bus.html,0276_news.fnal.gov_wp-content_uploads_working-with-small-bus.txt,214012,4523,2026-06-10 13:34:38,SUCCESS
277,https://news.fnal.gov/wp-content/uploads/pip-ii.pdf,200,(no title),0277_news.fnal.gov_wp-content_uploads_pip-ii.pdf.html,0277_news.fnal.gov_wp-content_uploads_pip-ii.pdf.txt,4865611,105070,2026-06-10 13:34:39,SUCCESS
278,https://news.fnal.gov/tag/accelerator/,200,accelerator Archives - News,0278_news.fnal.gov_tag_accelerator.html,0278_news.fnal.gov_tag_accelerator.txt,91177,778,2026-06-10 13:34:42,SUCCESS
279,https://news.fnal.gov/tag/illinois-accelerator-research-center/,200,Illinois Accelerator Research Center Archives - News,0279_news.fnal.gov_tag_illinois-accelerator-research-center.html,0279_news.fnal.gov_tag_illinois-accelerator-research-center.txt,72906,377,2026-06-10 13:34:44,SUCCESS
280,https://news.fnal.gov/wp-content/uploads/saturday-morning-physics-fact-sheet.pdf,200,(no title),0280_news.fnal.gov_wp-content_uploads_saturday-morning-physi.html,0280_news.fnal.gov_wp-content_uploads_saturday-morning-physi.txt,3929442,84060,2026-06-10 13:34:46,SUCCESS
281,https://news.fnal.gov/wp-content/uploads/edwards-center.pdf,200,(no title),0281_news.fnal.gov_wp-content_uploads_edwards-center.pdf.html,0281_news.fnal.gov_wp-content_uploads_edwards-center.pdf.txt,5787843,123966,2026-06-10 13:34:48,SUCCESS
282,https://news.fnal.gov/wp-content/uploads/quantum-science-technology.pdf,200,(no title),0282_news.fnal.gov_wp-content_uploads_quantum-science-techno.html,0282_news.fnal.gov_wp-content_uploads_quantum-science-techno.txt,3886274,73000,2026-06-10 13:34:50,SUCCESS
283,https://news.fnal.gov/tag/internship/,200,internship Archives - News,0283_news.fnal.gov_tag_internship.html,0283_news.fnal.gov_tag_internship.txt,89072,756,2026-06-10 13:34:52,SUCCESS
284,https://news.fnal.gov/wp-content/uploads/partnerships-contribute-us-economy.pdf,200,(no title),0284_news.fnal.gov_wp-content_uploads_partnerships-contribut.html,0284_news.fnal.gov_wp-content_uploads_partnerships-contribut.txt,2639466,56172,2026-06-10 13:34:54,SUCCESS
285,https://news.fnal.gov/wp-content/uploads/what-are-neutrinos.pdf,200,(no title),0285_news.fnal.gov_wp-content_uploads_what-are-neutrinos.pdf.html,0285_news.fnal.gov_wp-content_uploads_what-are-neutrinos.pdf.txt,3182839,58034,2026-06-10 13:34:56,SUCCESS
286,https://news.fnal.gov/wp-content/uploads/us-lhc.pdf,200,(no title),0286_news.fnal.gov_wp-content_uploads_us-lhc.pdf.html,0286_news.fnal.gov_wp-content_uploads_us-lhc.pdf.txt,2654454,53554,2026-06-10 13:34:58,SUCCESS
287,https://news.fnal.gov/tag/lhc/,200,LHC Archives - News,0287_news.fnal.gov_tag_lhc.html,0287_news.fnal.gov_tag_lhc.txt,88201,753,2026-06-10 13:35:00,SUCCESS
288,https://news.fnal.gov/wp-content/uploads/fourth-neutrino.pdf,200,(no title),0288_news.fnal.gov_wp-content_uploads_fourth-neutrino.pdf.html,0288_news.fnal.gov_wp-content_uploads_fourth-neutrino.pdf.txt,2081369,43524,2026-06-10 13:35:02,SUCCESS
289,https://news.fnal.gov/wp-content/uploads/neutrino-experiments.pdf,200,(no title),0289_news.fnal.gov_wp-content_uploads_neutrino-experiments.p.html,0289_news.fnal.gov_wp-content_uploads_neutrino-experiments.p.txt,3989167,79314,2026-06-10 13:35:04,SUCCESS
290,https://news.fnal.gov/wp-content/uploads/particle-physics-benefits.pdf,200,(no title),0290_news.fnal.gov_wp-content_uploads_particle-physics-benef.html,0290_news.fnal.gov_wp-content_uploads_particle-physics-benef.txt,22969600,456342,2026-06-10 13:35:06,SUCCESS
291,https://news.fnal.gov/tag/experiment/,200,experiment Archives - News,0291_news.fnal.gov_tag_experiment.html,0291_news.fnal.gov_tag_experiment.txt,87797,964,2026-06-10 13:35:08,SUCCESS
292,https://news.fnal.gov/tag/history/,200,history Archives - News,0292_news.fnal.gov_tag_history.html,0292_news.fnal.gov_tag_history.txt,87548,819,2026-06-10 13:35:10,SUCCESS
293,https://news.fnal.gov/wp-content/uploads/2021/08/dune-numbers.pdf,200,(no title),0293_news.fnal.gov_wp-content_uploads_2021_08_dune-numbers.p.html,0293_news.fnal.gov_wp-content_uploads_2021_08_dune-numbers.p.txt,121966,5199,2026-06-10 13:35:12,SUCCESS
294,https://news.fnal.gov/wp-content/uploads/iarc.pdf,200,(no title),0294_news.fnal.gov_wp-content_uploads_iarc.pdf.html,0294_news.fnal.gov_wp-content_uploads_iarc.pdf.txt,6623538,141929,2026-06-10 13:35:14,SUCCESS
295,https://news.fnal.gov/wp-content/uploads/architecture.pdf,200,(no title),0295_news.fnal.gov_wp-content_uploads_architecture.pdf.html,0295_news.fnal.gov_wp-content_uploads_architecture.pdf.txt,4398661,87978,2026-06-10 13:35:16,SUCCESS
296,https://news.fnal.gov/wp-content/uploads/muon-g-2.pdf,200,(no title),0296_news.fnal.gov_wp-content_uploads_muon-g-2.pdf.html,0296_news.fnal.gov_wp-content_uploads_muon-g-2.pdf.txt,2563401,50624,2026-06-10 13:35:18,SUCCESS
297,https://news.fnal.gov/tag/environment/,200,environment Archives - News,0297_news.fnal.gov_tag_environment.html,0297_news.fnal.gov_tag_environment.txt,87011,870,2026-06-10 13:35:20,SUCCESS
298,https://news.fnal.gov/wp-content/uploads/sqms.pdf,200,(no title),0298_news.fnal.gov_wp-content_uploads_sqms.pdf.html,0298_news.fnal.gov_wp-content_uploads_sqms.pdf.txt,8371842,171607,2026-06-10 13:35:22,SUCCESS
299,https://news.fnal.gov/wp-content/uploads/managing-tritium.pdf,200,(no title),0299_news.fnal.gov_wp-content_uploads_managing-tritium.pdf.html,0299_news.fnal.gov_wp-content_uploads_managing-tritium.pdf.txt,1521162,31140,2026-06-10 13:35:25,SUCCESS
300,https://news.fnal.gov/tag/procurement/,200,procurement Archives - News,0300_news.fnal.gov_tag_procurement.html,0300_news.fnal.gov_tag_procurement.txt,65833,277,2026-06-10 13:35:27,SUCCESS
301,https://news.fnal.gov/fact-sheets/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0301_news.fnal.gov_fact-sheets_search.html,0301_news.fnal.gov_fact-sheets_search.txt,69441,324,2026-06-10 13:35:29,SUCCESS
302,https://news.fnal.gov/wp-content/uploads/scientific-computing.pdf,200,(no title),0302_news.fnal.gov_wp-content_uploads_scientific-computing.p.html,0302_news.fnal.gov_wp-content_uploads_scientific-computing.p.txt,6199409,126902,2026-06-10 13:35:31,SUCCESS
303,https://news.fnal.gov/wp-content/uploads/higgs-discovery-deconstruction.pdf,200,(no title),0303_news.fnal.gov_wp-content_uploads_higgs-discovery-decons.html,0303_news.fnal.gov_wp-content_uploads_higgs-discovery-decons.txt,1050419,16683,2026-06-10 13:35:33,SUCCESS
304,https://news.fnal.gov/tag/higgs-boson/,200,Higgs boson Archives - News,0304_news.fnal.gov_tag_higgs-boson.html,0304_news.fnal.gov_tag_higgs-boson.txt,90016,751,2026-06-10 13:35:35,SUCCESS
305,https://news.fnal.gov/tag/national-laboratory/,200,national laboratory Archives - News,0305_news.fnal.gov_tag_national-laboratory.html,0305_news.fnal.gov_tag_national-laboratory.txt,81154,863,2026-06-10 13:35:37,SUCCESS
306,https://news.fnal.gov/wp-content/uploads/dune_fact_sheet.pdf,200,(no title),0306_news.fnal.gov_wp-content_uploads_dune_fact_sheet.pdf.html,0306_news.fnal.gov_wp-content_uploads_dune_fact_sheet.pdf.txt,3732950,73414,2026-06-10 13:35:39,SUCCESS
307,https://news.fnal.gov/category/newsroom/fermilab-feature/page/3/,200,Fermilab features Archives - Page 3 of 66 - News,0307_news.fnal.gov_category_newsroom_fermilab-feature_page_3.html,0307_news.fnal.gov_category_newsroom_fermilab-feature_page_3.txt,100172,854,2026-06-10 13:35:41,SUCCESS
308,https://news.fnal.gov/category/newsroom/fermilab-feature/page/2/,200,Fermilab features Archives - Page 2 of 66 - News,0308_news.fnal.gov_category_newsroom_fermilab-feature_page_2.html,0308_news.fnal.gov_category_newsroom_fermilab-feature_page_2.txt,95996,847,2026-06-10 13:35:43,SUCCESS
309,https://news.fnal.gov/category/newsroom/fermilab-feature/search,404,,,,0,0,2026-06-10 13:35:45,FAILED
310,https://news.fnal.gov/category/newsroom/fermilab-feature/page/66/,200,Fermilab features Archives - Page 66 of 66 - News,0310_news.fnal.gov_category_newsroom_fermilab-feature_page_6.html,0310_news.fnal.gov_category_newsroom_fermilab-feature_page_6.txt,95704,887,2026-06-10 13:35:47,SUCCESS
311,https://news.fnal.gov/newsroom/fact-sheets/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0311_news.fnal.gov_newsroom_fact-sheets_search.html,0311_news.fnal.gov_newsroom_fact-sheets_search.txt,69441,324,2026-06-10 13:35:49,SUCCESS
312,https://news.fnal.gov/2026/03/new-ultra-fast-particle-detector-could-help-unmask-dark-matter/,200,New ultra-fast particle detector could help unmask dark matter,0312_news.fnal.gov_2026_03_new-ultra-fast-particle-detector-.html,0312_news.fnal.gov_2026_03_new-ultra-fast-particle-detector-.txt,93768,1709,2026-06-10 13:35:53,SUCCESS
313,https://news.fnal.gov/tag/dark-matter/page/3/,200,dark matter Archives - Page 3 of 24 - News,0313_news.fnal.gov_tag_dark-matter_page_3.html,0313_news.fnal.gov_tag_dark-matter_page_3.txt,89111,781,2026-06-10 13:35:55,SUCCESS
314,https://news.fnal.gov/tag/dark-matter/page/24/,200,dark matter Archives - Page 24 of 24 - News,0314_news.fnal.gov_tag_dark-matter_page_24.html,0314_news.fnal.gov_tag_dark-matter_page_24.txt,87406,724,2026-06-10 13:35:57,SUCCESS
315,https://news.fnal.gov/2025/06/a-minute-with-ryan-linehan/,200,A minute with Ryan Linehan,0315_news.fnal.gov_2025_06_a-minute-with-ryan-linehan.html,0315_news.fnal.gov_2025_06_a-minute-with-ryan-linehan.txt,85937,1144,2026-06-10 13:35:59,SUCCESS
316,https://news.fnal.gov/tag/magnetic-moment/,200,magnetic moment Archives - News,0316_news.fnal.gov_tag_magnetic-moment.html,0316_news.fnal.gov_tag_magnetic-moment.txt,85612,929,2026-06-10 13:36:01,SUCCESS
317,https://news.fnal.gov/tag/dark-matter/page/2/,200,dark matter Archives - Page 2 of 24 - News,0317_news.fnal.gov_tag_dark-matter_page_2.html,0317_news.fnal.gov_tag_dark-matter_page_2.txt,89116,930,2026-06-10 13:36:03,SUCCESS
318,https://news.fnal.gov/tag/high-luminosity-large-hadron-collider/,200,High-Luminosity Large Hadron Collider Archives - News,0318_news.fnal.gov_tag_high-luminosity-large-hadron-collider.html,0318_news.fnal.gov_tag_high-luminosity-large-hadron-collider.txt,91130,867,2026-06-10 13:36:05,SUCCESS
319,https://news.fnal.gov/tag/cms/,200,CMS Archives - News,0319_news.fnal.gov_tag_cms.html,0319_news.fnal.gov_tag_cms.txt,89578,795,2026-06-10 13:36:07,SUCCESS
320,https://news.fnal.gov/2026/03/fermilab-led-study-advances-development-of-sophisticated-quantum-sensors-to-track-high-energy-particles-and-detect-dark-matter/,200,Fermilab-led study advances development of sophisticated quantum sensors to track high-energy particles and detect dark matter,0320_news.fnal.gov_2026_03_fermilab-led-study-advances-devel.html,0320_news.fnal.gov_2026_03_fermilab-led-study-advances-devel.txt,92569,1159,2026-06-10 13:36:09,SUCCESS
321,https://news.fnal.gov/tag/dark-matter/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0321_news.fnal.gov_tag_dark-matter_search.html,0321_news.fnal.gov_tag_dark-matter_search.txt,69441,324,2026-06-10 13:36:11,SUCCESS
322,https://education.fnal.gov/program/field-trip-essentials/search,404,,,,0,0,2026-06-10 13:36:14,FAILED
323,http://education.fnal.gov/,200,Fermilab Education and Public Engagement,0323_education.fnal.gov.html,0323_education.fnal.gov.txt,88419,716,2026-06-10 13:36:16,SUCCESS
324,https://www.fnal.gov/pub/community/,403,,,,0,0,2026-06-10 13:36:18,FAILED
325,https://www.fnal.gov/pub/jobs/index.html,403,,,,0,0,2026-06-10 13:36:20,FAILED
326,http://news.fnal.gov/newsroom/subscribe-to-fermilab-frontiers/,200,Subscribe to Fermilab Frontiers,0326_news.fnal.gov_newsroom_subscribe-to-fermilab-frontiers.html,0326_news.fnal.gov_newsroom_subscribe-to-fermilab-frontiers.txt,72660,337,2026-06-10 13:36:21,SUCCESS
327,https://education.fnal.gov/engage/lederman-science-center/,200,Lederman Science Center – Fermilab Education and Public Engagement,0327_education.fnal.gov_engage_lederman-science-center.html,0327_education.fnal.gov_engage_lederman-science-center.txt,85040,610,2026-06-10 13:36:24,SUCCESS
328,https://education.fnal.gov/about/faq/search,404,,,,0,0,2026-06-10 13:36:27,FAILED
329,https://education.fnal.gov/ecology-and-the-environment/search,404,,,,0,0,2026-06-10 13:36:29,FAILED
330,https://www.fnal.gov/pub/about/bisoncam/,403,,,,0,0,2026-06-10 13:36:31,FAILED
331,https://education.fnal.gov/program/beauty-and-charm-field-trip/,200,Beauty and Charm field trip – Fermilab Education and Public Engagement,0331_education.fnal.gov_program_beauty-and-charm-field-trip.html,0331_education.fnal.gov_program_beauty-and-charm-field-trip.txt,76789,927,2026-06-10 13:36:32,SUCCESS
332,https://education.fnal.gov/program/beauty-and-charm-at-fermilab/search,404,,,,0,0,2026-06-10 13:36:34,FAILED
333,https://education.fnal.gov/program/phriendly-physics-3-5-teacher-workshop/,200,Phriendly Physics 3-5 teacher workshop – Fermilab Education and Public Engagement,0333_education.fnal.gov_program_phriendly-physics-3-5-teache.html,0333_education.fnal.gov_program_phriendly-physics-3-5-teache.txt,80913,610,2026-06-10 13:36:36,SUCCESS
334,https://education.fnal.gov/program/high-school-field-trip/,200,High school physical science field trip – Fermilab Education and Public Engagement,0334_education.fnal.gov_program_high-school-field-trip.html,0334_education.fnal.gov_program_high-school-field-trip.txt,74428,792,2026-06-10 13:36:39,SUCCESS
335,https://education.fnal.gov/program/energy-and-ecosystems-field-trip/,200,"Energy and Ecosystems:  Prairie, Water, and Woods field trip – Fermilab Education and Public Engagement",0335_education.fnal.gov_program_energy-and-ecosystems-field-.html,0335_education.fnal.gov_program_energy-and-ecosystems-field-.txt,75739,1015,2026-06-10 13:36:41,SUCCESS
336,https://education.fnal.gov/program/phriendly-physics-field-trip/,200,Phriendly Physics field trip – Fermilab Education and Public Engagement,0336_education.fnal.gov_program_phriendly-physics-field-trip.html,0336_education.fnal.gov_program_phriendly-physics-field-trip.txt,80937,1017,2026-06-10 13:36:43,SUCCESS
337,https://education.fnal.gov/program/high-school-life-science-field-trip/,200,High school life science field trip – Fermilab Education and Public Engagement,0337_education.fnal.gov_program_high-school-life-science-fie.html,0337_education.fnal.gov_program_high-school-life-science-fie.txt,74558,870,2026-06-10 13:36:45,SUCCESS
338,https://education.fnal.gov/program/insects-at-work-in-our-world-field-trip/,200,Insects at Work in Our World field trip – Fermilab Education and Public Engagement,0338_education.fnal.gov_program_insects-at-work-in-our-world.html,0338_education.fnal.gov_program_insects-at-work-in-our-world.txt,74957,937,2026-06-10 13:36:47,SUCCESS
339,https://education.fnal.gov/field-trips/search,404,,,,0,0,2026-06-10 13:36:49,FAILED
340,https://education.fnal.gov/educate/teacher-workshops/,200,Teacher workshops – Fermilab Education and Public Engagement,0340_education.fnal.gov_educate_teacher-workshops.html,0340_education.fnal.gov_educate_teacher-workshops.txt,81004,793,2026-06-10 13:36:51,SUCCESS
341,https://education.fnal.gov/program/phriendly-physics/,200,Phriendly Physics: Science and Engineering K-2 teacher workshop – Fermilab Education and Public Engagement,0341_education.fnal.gov_program_phriendly-physics.html,0341_education.fnal.gov_program_phriendly-physics.txt,81513,593,2026-06-10 13:36:54,SUCCESS
342,https://education.fnal.gov/teacher-workshops/search,404,,,,0,0,2026-06-10 13:36:56,FAILED
343,https://education.fnal.gov/program/insects-at-work-workshop/,200,Insects at Work in Our World teacher workshop – Fermilab Education and Public Engagement,0343_education.fnal.gov_program_insects-at-work-workshop.html,0343_education.fnal.gov_program_insects-at-work-workshop.txt,72243,664,2026-06-10 13:36:58,SUCCESS
344,https://education.fnal.gov/program/summer-secondary-environmental-science-institute/,200,Summer Secondary Environmental Science Institute – Fermilab Education and Public Engagement,0344_education.fnal.gov_program_summer-secondary-environment.html,0344_education.fnal.gov_program_summer-secondary-environment.txt,71815,594,2026-06-10 13:37:01,SUCCESS
345,https://education.fnal.gov/program/energy-and-ecosystems/search,404,,,,0,0,2026-06-10 13:37:03,FAILED
346,https://education.fnal.gov/program/saturdaymorningphysics/search,404,,,,0,0,2026-06-10 13:37:05,FAILED
347,https://www.fnal.gov/pub/science/particle-physics/experiments/neutrinos.html,403,,,,0,0,2026-06-10 13:37:07,FAILED
348,https://education.fnal.gov/neutrinos/search,404,,,,0,0,2026-06-10 13:37:08,FAILED
349,https://education.fnal.gov/program/fermilab-center-quarknet-workshop/search,404,,,,0,0,2026-06-10 13:37:10,FAILED
350,https://news.fnal.gov/1995/03/physicists-discover-top-quark/,200,Physicists discover top quark,0350_news.fnal.gov_1995_03_physicists-discover-top-quark.html,0350_news.fnal.gov_1995_03_physicists-discover-top-quark.txt,83542,1012,2026-06-10 13:37:13,SUCCESS
351,https://news.fnal.gov/2000/07/physicists-find-first-direct-evidence-tau-neutrino-fermilab/,200,Physicists Find First Direct Evidence for Tau Neutrino at Fermilab,0351_news.fnal.gov_2000_07_physicists-find-first-direct-evid.html,0351_news.fnal.gov_2000_07_physicists-find-first-direct-evid.txt,115859,2175,2026-06-10 13:37:15,SUCCESS
352,https://education.fnal.gov/muons-and-other-fundamental-particles/search,404,,,,0,0,2026-06-10 13:37:17,FAILED
353,https://news.fnal.gov/2014/07/july-1-1977-discovery-of-the-bottom-quark/,404,,,,0,0,2026-06-10 13:37:19,FAILED
354,http://news.fnal.gov/wp-content/uploads/site-map.pdf,200,(no title),0354_news.fnal.gov_wp-content_uploads_site-map.pdf.html,0354_news.fnal.gov_wp-content_uploads_site-map.pdf.txt,7946163,187031,2026-06-10 13:37:22,SUCCESS
355,https://www.fnal.gov/pub/visiting/directions/index.html,403,,,,0,0,2026-06-10 13:37:24,FAILED
356,https://education.fnal.gov/about/directions-to-lederman-science-center/search,404,,,,0,0,2026-06-10 13:37:25,FAILED
357,https://education.fnal.gov/explore/quantum-science/search,404,,,,0,0,2026-06-10 13:37:27,FAILED
358,https://education.fnal.gov/wp-admin/post.php,403,,,,0,0,2026-06-10 13:37:29,FAILED
359,https://education.fnal.gov/about/for-employees/search,404,,,,0,0,2026-06-10 13:37:31,FAILED
360,https://education.fnal.gov/engage/makerspace/,200,MakerSpace – Fermilab Education and Public Engagement,0360_education.fnal.gov_engage_makerspace.html,0360_education.fnal.gov_engage_makerspace.txt,74224,553,2026-06-10 13:37:33,SUCCESS
361,https://education.fnal.gov/program/saturday-morning-quantum-in-chicago/search,404,,,,0,0,2026-06-10 13:37:36,FAILED
362,https://education.fnal.gov/wp-content/uploads/2025/04/SMQ_-Vocabulary-Terms-4.pdf,200,(no title),0362_education.fnal.gov_wp-content_uploads_2025_04_SMQ_-Voca.html,0362_education.fnal.gov_wp-content_uploads_2025_04_SMQ_-Voca.txt,308018,10058,2026-06-10 13:37:38,SUCCESS
363,https://education.fnal.gov/smq-spring-2026-schedule/,200,SMQ* in Chicago Spring 2026 Schedule – Fermilab Education and Public Engagement,0363_education.fnal.gov_smq-spring-2026-schedule.html,0363_education.fnal.gov_smq-spring-2026-schedule.txt,68582,521,2026-06-10 13:37:39,SUCCESS
364,https://education.fnal.gov/educate/quarknet/fermilab-quarknet-center/,200,Fermilab QuarkNet Center teacher resources – Fermilab Education and Public Engagement,0364_education.fnal.gov_educate_quarknet_fermilab-quarknet-c.html,0364_education.fnal.gov_educate_quarknet_fermilab-quarknet-c.txt,73710,632,2026-06-10 13:37:42,SUCCESS
365,https://education.fnal.gov/quarknet/search,404,,,,0,0,2026-06-10 13:37:44,FAILED
